id,title,year,type,rated,runtime_min,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,rt_score,metacritic_score,mcu_phase,universe,decade,age_years,is_animated,is_tv_series,is_mcu_canon,tmdb_genres,tmdb_rating,tmdb_votes,popularity,top5_cast,directors,producers,composer,tmdb_keywords,production_countries,spoken_languages,episode_count,season_count,status,tagline,revenue_log,budget_log,box_office_log,document,cast_count,top_actor,IMDb,Metacritic,Rotten Tomatoes,TMDB
73,Daredevil (Season 2),2016,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,9,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Daredevil (Season 2)
Year: 2016
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
74,Captain America: Civil War,2016,movie,PG-13,147.0,"Action, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Joe Simon","Chris Evans, Robert Downey Jr., Scarlett Johansson",Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"English, German, Xhosa, Russian, Romanian","United States, Germany, Iceland, United Kingdom",16 wins & 73 nominations total,7.8,13.738513956195874,90.0,75.0,Phase 3,MCU,2010s,9,0,0,1,"Adventure, Action, Science Fiction",7.448,10.089012306943829,14.5098,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie","Joe Russo, Anthony Russo",Kevin Feige,Henry Jackman,"superhero, based on comic, sequel, super soldier, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), superhero teamup, versus fighting, versus",United States of America,"Romanian, English, German, Russian",0.0,0.0,Released,United we stand. Divided we fall.,20.867406367991446,19.33697147982652,19.826984451196704,"Title: Captain America: Civil War
Year: 2016
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 147 minutes
Genre: Action, Sci-Fi
Director: Anthony Russo, Joe Russo
Writer: Christopher Markus, Stephen McFeely, Joe Simon
Cast: Chris Evans, Robert Downey Jr., Scarlett Johansson
Top 5 Cast: Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie
Plot: Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.
Tagline: United we stand. Divided we fall.
Keywords: superhero, based on comic, sequel, super soldier, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), superhero teamup, versus fighting, versus
IMDb Rating: 7.8
Rotten Tomatoes: 90%
Metacritic: 75/100
TMDB Rating: 7.448
Box Office: 408084349
Budget: 250000000
Revenue: 1155046416
Awards: 16 wins & 73 nominations total
Collection: Captain America Collection
Country: United States, Germany, Iceland, United Kingdom
Language: English, German, Xhosa, Russian, Romanian",15.0,Chris Evans,7.8,7.5,9.0,7.448
75,X-Men: Apocalypse,2016,movie,PG-13,144.0,"Action, Adventure, Sci-Fi",Bryan Singer,"Simon Kinberg, Bryan Singer, Michael Dougherty","James McAvoy, Michael Fassbender, Jennifer Lawrence","In the 1980s, the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive by bringing destruction to the world.","English, Polish, German, Arabic, Egyptian (Ancient)",United States,1 win & 19 nominations total,6.8,13.105365732464326,47.0,52.0,Non-MCU,Fox / X-Men,2010s,9,0,0,0,"Science Fiction, Fantasy, Action",6.525,9.532278933106054,8.9407,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac",Bryan Singer,"Simon Kinberg, Lauren Shuler Donner, Hutch Parker",John Ottman,"egypt, hero, superhero, mutant, based on comic, sequel, superhuman, super power, superhero team, world domination",United States of America,"Arabic, English, German, Polish, Russian, Swahili",0.0,0.0,Released,Only the strong will survive.,20.114339922634635,18.997294113874336,18.861786381947873,"Title: X-Men: Apocalypse
Year: 2016
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: movie
Rated: PG-13
Runtime: 144 minutes
Genre: Action, Adventure, Sci-Fi
Director: Bryan Singer
Writer: Simon Kinberg, Bryan Singer, Michael Dougherty
Cast: James McAvoy, Michael Fassbender, Jennifer Lawrence
Top 5 Cast: James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Oscar Isaac
Plot: In the 1980s, the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive by bringing destruction to the world.
Tagline: Only the strong will survive.
Keywords: egypt, hero, superhero, mutant, based on comic, sequel, superhuman, super power, superhero team, world domination
IMDb Rating: 6.8
Rotten Tomatoes: 47%
Metacritic: 52/100
TMDB Rating: 6.525
Box Office: 155442489
Budget: 178000000
Revenue: 543934787
Awards: 1 win & 19 nominations total
Collection: X-Men Collection
Country: United States
Language: English, Polish, German, Arabic, Egyptian (Ancient)",15.0,James McAvoy,6.8,5.2,4.7,6.525
76,Agents of S.H.I.E.L.D. (Season 3),2016,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,9,0,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Agents of S.H.I.E.L.D. (Season 3)
Year: 2016
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
77,Luke Cage (Season 1),2016,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,9,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Luke Cage (Season 1)
Year: 2016
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
78,Doctor Strange,2016,movie,PG-13,115.0,"Action, Adventure, Fantasy",Scott Derrickson,"Jon Spaihts, Scott Derrickson, C. Robert Cargill","Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams","While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",English,"United States, Hong Kong, Nepal",Nominated for 1 Oscar. 21 wins & 68 nominations total,7.5,13.684935932649005,89.0,72.0,Phase 3,MCU,2010s,9,0,0,1,"Fantasy, Adventure, Action",7.421,10.06330784398357,10.9431,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen",Scott Derrickson,Kevin Feige,Michael Giacchino,"magic, superhero, training, based on comic, sorcerer, doctor, neurosurgeon, injury, wizard, aftercreditsstinger",United States of America,English,0.0,0.0,Released,The impossibilities are endless.,20.33221116051931,19.00846741441004,19.265011009668733,"Title: Doctor Strange
Year: 2016
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 115 minutes
Genre: Action, Adventure, Fantasy
Director: Scott Derrickson
Writer: Jon Spaihts, Scott Derrickson, C. Robert Cargill
Cast: Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams
Top 5 Cast: Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong, Mads Mikkelsen
Plot: While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.
Tagline: The impossibilities are endless.
Keywords: magic, superhero, training, based on comic, sorcerer, doctor, neurosurgeon, injury, wizard, aftercreditsstinger
IMDb Rating: 7.5
Rotten Tomatoes: 89%
Metacritic: 72/100
TMDB Rating: 7.421
Box Office: 232641920
Budget: 180000000
Revenue: 676343174
Awards: Nominated for 1 Oscar. 21 wins & 68 nominations total
Collection: Doctor Strange Collection
Country: United States, Hong Kong, Nepal
Language: English",15.0,Benedict Cumberbatch,7.5,7.199999999999999,8.9,7.421
79,Legion (Season 1),2017,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Fox / X-Men,2010s,8,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Legion (Season 1)
Year: 2017
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
80,Iron Fist (Season 1),2017,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,8,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Iron Fist (Season 1)
Year: 2017
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
81,Logan,2017,movie,R,137.0,"Action, Drama, Sci-Fi",James Mangold,"James Mangold, Scott Frank, Michael Green","Hugh Jackman, Patrick Stewart, Dafne Keen","In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.","English, Spanish",United States,Nominated for 1 Oscar. 28 wins & 82 nominations total,8.1,13.729170228499155,93.0,77.0,Non-MCU,Fox / X-Men,2010s,8,0,0,0,"Action, Drama, Science Fiction",7.82,9.924808634239811,16.961,"Hugh Jackman, Dafne Keen, Patrick Stewart, Elizabeth Rodriguez, Boyd Holbrook",James Mangold,"Lauren Shuler Donner, Simon Kinberg, Hutch Parker",Marco Beltrami,"future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic",United States of America,"English, Spanish",0.0,0.0,Released,Someone has come along.,20.243650461713184,18.390221546776935,19.23727077537673,"Title: Logan
Year: 2017
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: movie
Rated: R
Runtime: 137 minutes
Genre: Action, Drama, Sci-Fi
Director: James Mangold
Writer: James Mangold, Scott Frank, Michael Green
Cast: Hugh Jackman, Patrick Stewart, Dafne Keen
Top 5 Cast: Hugh Jackman, Dafne Keen, Patrick Stewart, Elizabeth Rodriguez, Boyd Holbrook
Plot: In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.
Tagline: Someone has come along.
Keywords: future, experiment, immortality, self-destruction, cyborg, dystopia, superhero, mutant, road trip, based on comic
IMDb Rating: 8.1
Rotten Tomatoes: 93%
Metacritic: 77/100
TMDB Rating: 7.82
Box Office: 226277068
Budget: 97000000
Revenue: 619021436
Awards: Nominated for 1 Oscar. 28 wins & 82 nominations total
Collection: The Wolverine Collection
Country: United States
Language: English, Spanish",15.0,Hugh Jackman,8.1,7.7,9.3,7.82
82,Guardians of the Galaxy Vol. 2,2017,movie,PG-13,136.0,"Action, Adventure, Comedy",James Gunn,"James Gunn, Dan Abnett, Andy Lanning","Chris Pratt, Zoe Saldaña, Dave Bautista","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",English,United States,Nominated for 1 Oscar. 15 wins & 62 nominations total,7.6,13.626907312612117,85.0,67.0,Phase 3,MCU,2010s,8,0,0,1,"Science Fiction, Adventure, Action",7.6,10.042248994577703,11.3797,"Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper",James Gunn,Kevin Feige,Tyler Bates,"hero, superhero, based on comic, sequel, alien, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), father son relationship",United States of America,English,0.0,0.0,Released,Anyone can save the galaxy once.,20.576800939678627,19.11382792951231,19.781177956581633,"Title: Guardians of the Galaxy Vol. 2
Year: 2017
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 136 minutes
Genre: Action, Adventure, Comedy
Director: James Gunn
Writer: James Gunn, Dan Abnett, Andy Lanning
Cast: Chris Pratt, Zoe Saldaña, Dave Bautista
Top 5 Cast: Chris Pratt, Zoe Saldaña, Dave Bautista, Vin Diesel, Bradley Cooper
Plot: The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.
Tagline: Anyone can save the galaxy once.
Keywords: hero, superhero, based on comic, sequel, alien, space, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), father son relationship
IMDb Rating: 7.6
Rotten Tomatoes: 85%
Metacritic: 67/100
TMDB Rating: 7.6
Box Office: 389813101
Budget: 200000000
Revenue: 863756051
Awards: Nominated for 1 Oscar. 15 wins & 62 nominations total
Collection: Guardians of the Galaxy Collection
Country: United States
Language: English",15.0,Chris Pratt,7.6,6.7,8.5,7.6
83,Spider-Man: Homecoming,2017,movie,PG-13,133.0,"Action, Adventure, Sci-Fi",Jon Watts,"Jonathan Goldstein, John Francis Daley, Jon Watts","Tom Holland, Michael Keaton, Robert Downey Jr.",Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.,"English, Spanish",United States,8 wins & 11 nominations total,7.4,13.58615273801689,92.0,73.0,Phase 3,MCU,2010s,8,0,0,1,"Action, Adventure, Science Fiction",7.331,10.052640047938569,27.0927,"Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei, Jon Favreau",Jon Watts,"Kevin Feige, Amy Pascal",Michael Giacchino,"high school, new york city, washington dc, usa, secret identity, superhero, based on comic, reboot, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,Homework can wait. The city can't.,20.596543423094474,18.980296537602072,19.6295002739051,"Title: Spider-Man: Homecoming
Year: 2017
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 133 minutes
Genre: Action, Adventure, Sci-Fi
Director: Jon Watts
Writer: Jonathan Goldstein, John Francis Daley, Jon Watts
Cast: Tom Holland, Michael Keaton, Robert Downey Jr.
Top 5 Cast: Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei, Jon Favreau
Plot: Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.
Tagline: Homework can wait. The city can't.
Keywords: high school, new york city, washington dc, usa, secret identity, superhero, based on comic, reboot, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 7.4
Rotten Tomatoes: 92%
Metacritic: 73/100
TMDB Rating: 7.331
Box Office: 334952829
Budget: 175000000
Revenue: 880978185
Awards: 8 wins & 11 nominations total
Collection: Spider-Man (MCU) Collection
Country: United States
Language: English, Spanish",15.0,Tom Holland,7.4,7.3,9.2,7.331
84,The Defenders,2017,movie,Unknown,117.0,"Short, Sci-Fi",Kevin Wendell,Kevin Wendell,Unknown,Unknown,English,United States,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,8,0,0,0,"Science Fiction, Action, Fantasy, Comedy, Thriller",5.026,6.704414354964107,2.4548,"Anton Pampushnyy, Sanzhar Madi, Sebastien Sisak, Alina Lanina, Valeriya Shkirando",Sarik Andreasyan,"Georgy Malkov, Vladimir Polyakov, Gevond Andreasyan",Georgy Zheryakov,"cold war, superhero, superhero team, soviet politics, independent film","Russia, United States of America",Russian,0.0,0.0,Released,Squad of Soviet Superheroes,16.52791685747819,15.501909696719672,19.193787894917058,"Title: The Defenders
Year: 2017
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: movie
Rated: N/A
Runtime: N/A minutes
Genre: Short, Sci-Fi
Director: Kevin Wendell
Writer: Kevin Wendell
Cast: N/A
Top 5 Cast: Anton Pampushnyy, Sanzhar Madi, Sebastien Sisak, Alina Lanina, Valeriya Shkirando
Plot: N/A
Tagline: Squad of Soviet Superheroes
Keywords: cold war, superhero, superhero team, soviet politics, independent film
IMDb Rating: N/A
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 5.026
Box Office: N/A
Budget: 5400000
Revenue: 15065483
Awards: N/A
Collection: N/A
Country: United States
Language: English",15.0,Anton Pampushnyy,6.564705882352942,6.004166666666666,6.603846153846154,5.026
85,Inhumans,2017,movie,Unknown,117.0,Action,Unknown,Unknown,Anson Mount,Unknown,English,United States,Unknown,6.75,2.9444389791664403,76.0,64.0,Non-MCU,MCU,2010s,8,0,0,1,"Science Fiction, Action, Adventure",5.313,4.7535901911063645,0.4662,"Anson Mount, Serinda Swan, Iwan Rheon, Ken Leung, Eme Ikwuakor",Roel Reiné,"Paul D. Goldman, Geoffrey Colo, Jean Higgins",Unknown,"superhero, royal family, based on comic, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,The most uncanny heroes of all.,14.77102238760702,18.197537205138154,19.193787894917058,"Title: Inhumans
Year: 2017
Universe: MCU
MCU Phase: Non-MCU
Type: movie
Rated: N/A
Runtime: N/A minutes
Genre: Action
Director: N/A
Writer: N/A
Cast: Anson Mount
Top 5 Cast: Anson Mount, Serinda Swan, Iwan Rheon, Ken Leung, Eme Ikwuakor
Plot: N/A
Tagline: The most uncanny heroes of all.
Keywords: superhero, royal family, based on comic, marvel cinematic universe (mcu)
IMDb Rating: N/A
Rotten Tomatoes: None
Metacritic: None
TMDB Rating: 5.313
Box Office: N/A
Budget: 80000000
Revenue: 2600000
Awards: N/A
Collection: N/A
Country: United States
Language: English",15.0,Anson Mount,6.564705882352942,6.004166666666666,6.603846153846154,5.313
86,The Gifted (Season 1),2017,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Fox / X-Men,2010s,8,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: The Gifted (Season 1)
Year: 2017
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
87,Thor: Ragnarok,2017,movie,PG-13,130.0,"Action, Adventure, Comedy",Taika Waititi,"Eric Pearson, Craig Kyle, Christopher Yost","Chris Hemsworth, Tom Hiddleston, Cate Blanchett","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",English,United States,6 wins & 50 nominations total,7.9,13.701819887148421,93.0,74.0,Phase 3,MCU,2010s,8,0,0,1,"Action, Science Fiction, Comedy",7.581,10.001339952703633,14.6474,"Chris Hemsworth, Mark Ruffalo, Tom Hiddleston, Cate Blanchett, Idris Elba",Taika Waititi,Kevin Feige,Mark Mothersbaugh,"superhero, death of father, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,No hammer. No problem.,20.56696495525777,19.00846741441004,19.568268227289757,"Title: Thor: Ragnarok
Year: 2017
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 130 minutes
Genre: Action, Adventure, Comedy
Director: Taika Waititi
Writer: Eric Pearson, Craig Kyle, Christopher Yost
Cast: Chris Hemsworth, Tom Hiddleston, Cate Blanchett
Top 5 Cast: Chris Hemsworth, Mark Ruffalo, Tom Hiddleston, Cate Blanchett, Idris Elba
Plot: Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.
Tagline: No hammer. No problem.
Keywords: superhero, death of father, based on comic, sequel, alien planet, female villain, norse mythology, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 7.9
Rotten Tomatoes: 93%
Metacritic: 74/100
TMDB Rating: 7.581
Box Office: 315058289
Budget: 180000000
Revenue: 855301806
Awards: 6 wins & 50 nominations total
Collection: Thor Collection
Country: United States
Language: English",15.0,Chris Hemsworth,7.9,7.4,9.3,7.581
88,The Punisher (Season 1),2017,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,8,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: The Punisher (Season 1)
Year: 2017
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
89,Runaways (Season 1),2017,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,8,0,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Runaways (Season 1)
Year: 2017
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
90,Agents of S.H.I.E.L.D. (Season 4),2017,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,8,0,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Agents of S.H.I.E.L.D. (Season 4)
Year: 2017
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
91,Black Panther,2018,movie,PG-13,134.0,"Action, Adventure, Sci-Fi",Ryan Coogler,"Ryan Coogler, Joe Robert Cole, Stan Lee","Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","English, Swahili, Nama, Xhosa, Korean",United States,Won 3 Oscars. 125 wins & 289 nominations total,7.3,13.718345258489016,96.0,88.0,Phase 3,MCU,2010s,7,0,0,1,"Action, Adventure, Science Fiction",7.364,10.066031481721408,22.966,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman",Ryan Coogler,Kevin Feige,Ludwig Göransson,"africa, superhero, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,"English, Korean, Swahili, Xhosa",0.0,0.0,Released,Long live the king.,21.023315675305177,19.11382792951231,20.367200088838782,"Title: Black Panther
Year: 2018
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 134 minutes
Genre: Action, Adventure, Sci-Fi
Director: Ryan Coogler
Writer: Ryan Coogler, Joe Robert Cole, Stan Lee
Cast: Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o
Top 5 Cast: Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman
Plot: T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.
Tagline: Long live the king.
Keywords: africa, superhero, based on comic, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 7.3
Rotten Tomatoes: 96%
Metacritic: 88/100
TMDB Rating: 7.364
Box Office: 700426566
Budget: 200000000
Revenue: 1349926083
Awards: Won 3 Oscars. 125 wins & 289 nominations total
Collection: Black Panther Collection
Country: United States
Language: English, Swahili, Nama, Xhosa, Korean",15.0,Chadwick Boseman,7.3,8.8,9.6,7.364
